id_sim,year,month,day,seed,Fertilizer Usage,Pesticide Usage,Water Usage,Salinity Exposure,Max Flood Continuous,Flood Stress,Drought Stress,Salinity Stress,Biodiversity,Resilient Varieties,Water Reliability,Emission Intensity,AWD Adoption,Methane Emissions,Labor Intensity,Profit Margin,Net Income,Production Cost,Straw Value,Avg Yield
179,2026,3,5,4.573612603220361E18,90.0,3.3529411764705883,823.9582893156122,0.044281959670231616,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.005522703348020209,100.0,41.59999999999945,327.6470588235294,48.08608838731508,791.1752877596482,853.9320858342654,98.50248433043336,7.532542919386083
172,2026,3,6,3.0200617878779566E18,90.0,3.195187165775401,814.8671801603602,0.044281959670231616,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0049825518832674175,100.0,36.400000000000425,326.6229946524064,46.930745665116305,748.9091675870941,846.6105954277622,95.53337549750871,7.305493420397727
176,2026,3,5,6.382099460904479E18,90.0,4.232620320855615,825.8138741494616,0.01747972092246007,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.005556075923615216,100.0,41.59999999999945,341.72192513368987,46.55420818936835,761.541022567176,873.685011941043,97.91082905973408,7.487298692803183
178,2026,3,6,4.983645792114481E18,90.0,2.78475935828877,823.487624512529,0.015452103445900303,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.004960014889755167,100.0,39.00000000000001,320.0561497326203,50.950174833695414,875.1152468563172,842.1376625236453,102.82227197611792,7.862879621703132
174,2026,3,7,2.845830034239694E18,104.0,1.5093582887700534,819.283502098057,0.011070489917557904,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.005720898425491404,100.0,44.200000000000486,307.14973262032083,50.568007616995146,853.4293141904205,833.9420184287053,101.0330820460877,7.726059215289051
175,2026,3,7,2.0171452079049892E18,104.0,1.7914438502673797,815.457689234823,0.01456643410204995,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.005669413965984608,100.0,44.200000000000486,311.6631016042781,50.767993644098645,864.6287608488047,838.0657430131391,101.95057257555965,7.796220255778105
165,2026,3,7,5.547295844673057E18,104.0,0.8943850267379679,812.9555455552079,0.02029575723943114,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.005908153568428038,100.0,46.79999999999971,297.3101604278075,52.72573639235852,912.3848125396884,817.6176123497797,103.58566223978984,7.921256524219228
167,2026,3,5,3.836345349235617E18,90.0,4.245989304812834,818.4096789013604,0.04311664494206755,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.00469221156051339,100.0,36.400000000000425,341.93582887700535,48.625995708890336,823.9768471579152,870.2690105736805,101.44470125893577,7.757535978624497
164,2026,3,6,6.005986921513206E18,90.0,3.407754010695187,816.4329282393046,0.019810350378787818,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.006449689828492086,100.0,49.400000000000695,330.024064171123,49.06081047578237,820.8450188105792,851.9423999485283,100.15985530749808,7.65928305292632
173,2026,3,7,5.617863043828535E18,104.0,4.7727272727272725,818.5903812502411,0.010943694014493485,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.005320175880637389,100.0,41.59999999999945,359.3636363636364,47.08480056475339,804.3014613078068,903.4315542614823,102.252258610446,7.819290364328239
168,2026,3,8,6.730945950873178E18,104.0,1.3181818181818181,823.8279709959955,0.0028394608386062372,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.004721738288994092,100.0,36.400000000000425,305.59090909090907,50.52766304154971,850.9280523583891,832.7230764070968,100.81033104048034,7.70902531486026
166,2026,3,6,4.761185233657941E18,90.0,3.2606951871657754,818.7017950128533,0.01456643410204995,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.006370482263333803,100.0,49.400000000000695,327.6711229946524,49.80718652559085,843.6562922916011,849.9297745117728,101.4051956031889,7.7545149578909065
170,2026,3,6,6.035458547893711E18,104.0,2.78475935828877,815.4283176924799,0.02188945015335366,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.005514150142306027,100.0,41.59999999999945,326.0561497326203,47.87332768489756,788.9511524122834,858.7080091136208,98.65527523929384,7.544226930063652
161,2026,3,7,7.321516021041606E18,104.0,2.8475935828877006,810.4732667367309,0.05784982265058136,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0059093336637336315,100.0,44.200000000000486,328.5614973262032,47.44669401926655,775.3897545720771,858.1751360421663,97.81136637236595,7.479692722592698
160,2026,3,6,5.640733279973713E18,90.0,2.906417112299465,808.7062573764022,0.03088084029634558,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0063624540311408235,100.0,46.79999999999971,322.00267379679144,47.85693742133936,769.1240202046778,837.3504548914023,96.18930007267356,7.355652358498567
162,2026,3,5,6.35493686753437E18,90.0,3.8983957219251337,815.6504329366152,0.03146349766042777,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.005157044863910999,100.0,39.00000000000001,336.37433155080214,47.8343902792329,790.1926870836149,861.4508849175126,98.89384588623241,7.5624705677707045
169,2026,3,7,4.5883026077742356E18,90.0,2.590909090909091,816.0505202994683,0.005826573640819972,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.004833065057892974,100.0,36.400000000000425,318.45454545454544,49.22986590375868,809.9985152393809,834.8707146951829,98.48822523558644,7.531452518015429
